startDice, runs, increaseCount, decreaseCount, refillBool
8,11,0,3,0
10,118,12,16,0
12,29,0,5,0
6,28,3,5,0
8,7,0,3,0
10,126,10,14,0
12,216,14,19,0
6,7,0,2,0
8,39,4,7,0
10,27,0,4,0
12,141,6,11,0
6,6,0,2,0
8,130,11,14,0
10,6,0,4,0
12,151,14,19,0
6,15,1,3,0
8,10,0,3,0
10,146,12,16,0
12,81,6,11,0
6,3,0,2,0
8,52,5,8,0
10,30,3,7,0
12,263,25,30,0
6,14,1,3,0
8,91,11,14,0
10,16,1,5,0
12,73,6,11,0
6,3,0,2,0
8,56,6,9,0
10,295,22,26,0
12,139,6,11,0
6,7,0,2,0
8,41,4,7,0
10,18,0,4,0
12,222,19,24,0
6,29,0,2,0
8,33,3,6,0
10,19,1,5,0
12,159,14,19,0
6,13,0,2,0
8,37,3,6,0
10,157,16,20,0
12,147,13,18,0
6,11,0,2,0
8,17,3,6,0
10,52,4,8,0
12,27,2,7,0
6,18,2,4,0
8,22,3,6,0
10,77,9,13,0
12,218,18,23,0
6,7,1,3,0
8,13,0,3,0
10,34,3,7,0
12,17,0,5,0
6,1,0,2,0
8,21,1,4,0
10,40,1,5,0
12,154,11,16,0
6,3,0,2,0
8,52,3,6,0
10,185,13,17,0
12,610,43,48,0
6,6,0,2,0
8,49,1,4,0
10,232,18,22,0
12,187,13,18,0
6,8,1,3,0
8,41,3,6,0
10,92,7,11,0
12,82,6,11,0
6,3,0,2,0
8,92,13,16,0
10,63,8,12,0
12,124,7,12,0
6,20,1,3,0
8,161,15,18,0
10,86,4,8,0
12,119,5,10,0
6,10,0,2,0
8,57,3,6,0
10,25,1,5,0
12,26,0,5,0
6,12,0,2,0
8,169,16,19,0
10,106,8,12,0
12,39,1,6,0
6,12,0,2,0
8,60,6,9,0
10,116,7,11,0
12,47,1,6,0
6,12,1,3,0
8,44,4,7,0
10,114,5,9,0
12,119,3,8,0
6,14,1,3,0
8,110,12,15,0
10,96,7,11,0
12,174,16,21,0
6,4,0,2,0
8,103,7,10,0
10,94,14,18,0
12,209,23,28,0
6,6,0,2,0
8,11,2,5,0
10,42,4,8,0
12,209,12,17,0
6,2,0,2,0
8,56,1,4,0
10,113,11,15,0
12,75,1,6,0
6,4,1,3,0
8,97,3,6,0
10,28,3,7,0
12,28,1,6,0
6,30,3,5,0
8,12,0,3,0
10,114,6,10,0
12,254,17,22,0
6,5,0,2,0
8,83,9,12,0
10,71,5,9,0
12,8,0,5,0
6,7,0,2,0
8,55,5,8,0
10,168,14,18,0
12,409,25,30,0
6,20,1,3,0
8,17,2,5,0
10,34,4,8,0
12,83,1,6,0
6,8,1,3,0
8,24,3,6,0
10,20,1,5,0
12,371,37,42,0
6,9,0,2,0
8,6,0,3,0
10,53,3,7,0
12,156,12,17,0
6,6,0,2,0
8,72,9,12,0
10,241,25,29,0
12,54,4,9,0
6,14,2,4,0
8,14,2,5,0
10,80,7,11,0
12,57,3,8,0
6,14,2,4,0
8,50,5,8,0
10,46,2,6,0
12,74,2,7,0
6,8,0,2,0
8,12,1,4,0
10,27,0,4,0
12,26,2,7,0
6,8,1,3,0
8,34,2,5,0
10,31,3,7,0
12,69,6,11,0
6,7,0,2,0
8,20,0,3,0
10,56,6,10,0
12,260,24,29,0
6,12,2,4,0
8,20,2,5,0
10,59,4,8,0
12,54,3,8,0
6,17,2,4,0
8,25,1,4,0
10,75,4,8,0
12,68,6,11,0
6,21,1,3,0
8,46,4,7,0
10,56,5,9,0
12,126,11,16,0
6,8,0,2,0
8,6,0,3,0
10,48,5,9,0
12,337,19,24,0
6,4,0,2,0
8,31,4,7,0
10,11,0,4,0
12,146,9,14,0
6,27,2,4,0
8,43,3,6,0
10,51,2,6,0
12,162,12,17,0
6,11,1,3,0
8,40,4,7,0
10,58,1,5,0
12,126,7,12,0
6,25,4,6,0
8,28,4,7,0
10,189,16,20,0
12,39,1,6,0
6,6,1,3,0
8,91,7,10,0
10,13,1,5,0
12,99,4,9,0
6,8,1,3,0
8,124,12,15,0
10,20,1,5,0
12,71,4,9,0
6,9,0,2,0
8,50,5,8,0
10,246,17,21,0
12,152,18,23,0
6,27,3,5,0
8,24,3,6,0
10,208,16,20,0
12,147,11,16,0
6,4,0,2,0
8,49,2,5,0
10,14,1,5,0
12,11,0,5,0
6,16,2,4,0
8,4,0,3,0
10,121,11,15,0
12,17,0,5,0
6,46,3,5,0
8,80,5,8,0
10,32,1,5,0
12,52,7,12,0
6,28,2,4,0
8,74,8,11,0
10,48,3,7,0
12,22,0,5,0
6,8,0,2,0
8,41,1,4,0
10,143,11,15,0
12,36,3,8,0
6,11,1,3,0
8,41,3,6,0
10,29,4,8,0
12,103,8,13,0
6,7,0,2,0
8,74,8,11,0
10,36,2,6,0
12,29,1,6,0
6,77,5,7,0
8,149,12,15,0
10,23,1,5,0
12,61,2,7,0
6,41,5,7,0
8,18,0,3,0
10,126,12,16,0
12,68,7,12,0
6,1,0,2,0
8,14,1,4,0
10,23,2,6,0
12,51,6,11,0
6,17,1,3,0
8,3,0,3,0
10,148,9,13,0
12,42,3,8,0
6,28,1,3,0
8,114,8,11,0
10,23,5,9,0
12,140,9,14,0
6,5,0,2,0
8,11,1,4,0
10,112,11,15,0
12,42,1,6,0
6,18,2,4,0
8,55,6,9,0
10,96,7,11,0
12,47,1,6,0
6,6,0,2,0
8,76,5,8,0
10,95,4,8,0
12,57,2,7,0
6,4,0,2,0
8,15,1,4,0
10,86,7,11,0
12,135,13,18,0
6,11,0,2,0
8,112,12,15,0
10,35,4,8,0
12,231,18,23,0
6,3,0,2,0
8,46,2,5,0
10,97,9,13,0
12,100,5,10,0
6,26,1,3,0
8,47,3,6,0
10,20,1,5,0
12,151,7,12,0
6,1,0,2,0
8,47,2,5,0
10,69,5,9,0
12,121,4,9,0
6,5,0,2,0
8,16,2,5,0
10,99,5,9,0
12,194,18,23,0
6,15,0,2,0
8,47,3,6,0
10,41,3,7,0
12,134,7,12,0
6,21,3,5,0
8,42,3,6,0
10,20,0,4,0
12,15,1,6,0
6,45,1,3,0
8,20,2,5,0
10,22,2,6,0
12,58,2,7,0
6,8,0,2,0
8,59,4,7,0
10,46,4,8,0
12,48,4,9,0
6,9,0,2,0
8,99,7,10,0
10,188,10,14,0
12,51,2,7,0
6,12,0,2,0
8,8,0,3,0
10,26,3,7,0
12,753,68,73,0
6,8,1,3,0
8,14,1,4,0
10,20,2,6,0
12,26,0,5,0
6,12,1,3,0
8,11,0,3,0
10,30,2,6,0
12,204,25,30,0
6,4,1,3,0
8,6,1,4,0
10,45,3,7,0
12,36,2,7,0
6,3,0,2,0
8,13,2,5,0
10,82,5,9,0
12,224,19,24,0
6,14,1,3,0
8,5,0,3,0
10,99,12,16,0
12,60,5,10,0
6,3,0,2,0
8,16,0,3,0
10,114,4,8,0
12,27,0,5,0
6,7,1,3,0
8,28,1,4,0
10,25,3,7,0
12,34,4,9,0
6,6,0,2,0
8,18,2,5,0
10,301,32,36,0
12,44,4,9,0
6,4,0,2,0
8,141,10,13,0
10,188,11,15,0
12,18,2,7,0
6,30,3,5,0
8,67,3,6,0
10,60,1,5,0
12,36,5,10,0
6,10,0,2,0
8,2,0,3,0
10,16,0,4,0
12,71,4,9,0
6,27,2,4,0
8,60,2,5,0
10,126,14,18,0
12,351,21,26,0
6,26,2,4,0
8,55,5,8,0
10,12,0,4,0
12,202,15,20,0
6,4,0,2,0
8,7,0,3,0
10,94,12,16,0
12,157,10,15,0
6,36,4,6,0
8,58,6,9,0
10,47,4,8,0
12,14,0,5,0
6,22,4,6,0
8,33,3,6,0
10,88,11,15,0
12,148,9,14,0
6,34,1,3,0
8,19,1,4,0
10,15,1,5,0
12,136,15,20,0
6,9,1,3,0
8,60,4,7,0
10,206,16,20,0
12,58,6,11,0
6,43,5,7,0
8,10,1,4,0
10,21,2,6,0
12,85,8,13,0
6,9,0,2,0
8,8,0,3,0
10,157,12,16,0
12,53,2,7,0
6,6,0,2,0
8,64,6,9,0
10,68,8,12,0
12,63,4,9,0
6,4,0,2,0
8,11,0,3,0
10,61,5,9,0
12,150,11,16,0
6,18,2,4,0
8,154,15,18,0
10,154,9,13,0
12,34,0,5,0
6,28,3,5,0
8,11,0,3,0
10,104,7,11,0
12,39,3,8,0
6,3,0,2,0
8,75,3,6,0
10,55,2,6,0
12,206,13,18,0
6,7,1,3,0
8,76,4,7,0
10,89,9,13,0
12,208,18,23,0
6,42,3,5,0
8,12,0,3,0
10,75,8,12,0
12,51,2,7,0
6,30,2,4,0
8,25,2,5,0
10,14,2,6,0
12,107,8,13,0
6,15,0,2,0
8,25,1,4,0
10,124,9,13,0
12,13,1,6,0
6,9,0,2,0
8,39,4,7,0
10,12,0,4,0
12,137,14,19,0
6,7,0,2,0
8,15,0,3,0
10,17,0,4,0
12,101,5,10,0
6,5,0,2,0
8,60,5,8,0
10,86,5,9,0
12,179,12,17,0
6,3,0,2,0
8,13,1,4,0
10,165,12,16,0
12,125,7,12,0
6,6,0,2,0
8,76,11,14,0
10,23,0,4,0
12,17,0,5,0
6,3,0,2,0
8,9,0,3,0
10,19,0,4,0
12,44,3,8,0
6,23,0,2,0
8,18,2,5,0
10,103,5,9,0
12,24,0,5,0
6,10,0,2,0
8,106,3,6,0
10,42,4,8,0
12,74,3,8,0
6,14,0,2,0
8,72,5,8,0
10,68,8,12,0
12,313,28,33,0
6,24,1,3,0
8,25,3,6,0
10,19,1,5,0
12,97,3,8,0
6,11,1,3,0
8,20,2,5,0
10,79,6,10,0
12,59,2,7,0
6,16,1,3,0
8,17,1,4,0
10,23,2,6,0
12,39,0,5,0
6,29,2,4,0
8,22,4,7,0
10,49,1,5,0
12,192,8,13,0
6,1,0,2,0
8,8,0,3,0
10,35,1,5,0
12,110,15,20,0
6,11,1,3,0
8,12,1,4,0
10,134,12,16,0
12,216,16,21,0
6,24,3,5,0
8,104,4,7,0
10,103,7,11,0
12,83,2,7,0
6,36,2,4,0
8,12,0,3,0
10,22,3,7,0
12,204,18,23,0
6,16,1,3,0
8,108,5,8,0
10,47,3,7,0
12,88,8,13,0
6,1,0,2,0
8,142,14,17,0
10,100,6,10,0
12,21,1,6,0
6,10,0,2,0
8,9,0,3,0
10,159,13,17,0
12,280,16,21,0
6,7,0,2,0
8,14,1,4,0
10,31,0,4,0
12,31,1,6,0
6,19,1,3,0
8,29,3,6,0
10,172,12,16,0
12,70,5,10,0
6,19,3,5,0
8,14,1,4,0
10,142,7,11,0
12,76,10,15,0
6,21,0,2,0
8,36,4,7,0
10,64,5,9,0
12,63,2,7,0
6,4,0,2,0
8,10,2,5,0
10,28,2,6,0
12,373,24,29,0
6,13,2,4,0
8,34,3,6,0
10,85,8,12,0
12,84,6,11,0
6,2,0,2,0
8,53,3,6,0
10,119,3,7,0
12,41,1,6,0
6,54,7,9,0
8,59,1,4,0
10,92,11,15,0
12,47,4,9,0
6,7,0,2,0
8,4,0,3,0
10,101,9,13,0
12,138,9,14,0
6,4,0,2,0
8,29,1,4,0
10,31,2,6,0
12,35,1,6,0
6,22,1,3,0
8,40,2,5,0
10,179,22,26,0
12,170,10,15,0
6,27,3,5,0
8,20,3,6,0
10,115,8,12,0
12,73,6,11,0
6,16,1,3,0
8,21,2,5,0
10,60,6,10,0
12,44,4,9,0
6,19,2,4,0
8,8,2,5,0
10,104,13,17,0
12,78,6,11,0
6,5,0,2,0
8,39,3,6,0
10,188,8,12,0
12,13,0,5,0
6,10,0,2,0
8,23,4,7,0
10,71,4,8,0
12,128,10,15,0
6,5,1,3,0
8,26,0,3,0
10,270,23,27,0
12,110,4,9,0
6,32,1,3,0
8,15,1,4,0
10,49,3,7,0
12,134,14,19,0
6,7,0,2,0
8,46,2,5,0
10,15,0,4,0
12,162,12,17,0
6,6,0,2,0
8,44,5,8,0
10,124,11,15,0
12,65,4,9,0
6,19,1,3,0
8,45,1,4,0
10,65,6,10,0
12,195,16,21,0
6,11,0,2,0
8,13,0,3,0
10,85,10,14,0
12,138,12,17,0
6,19,3,5,0
8,38,3,6,0
10,81,5,9,0
12,413,32,37,0
6,16,1,3,0
8,8,1,4,0
10,9,0,4,0
12,68,1,6,0
6,2,0,2,0
8,33,1,4,0
10,343,26,30,0
12,337,33,38,0
6,25,1,3,0
8,22,1,4,0
10,67,4,8,0
12,46,4,9,0
6,7,1,3,0
8,13,1,4,0
10,30,0,4,0
12,85,7,12,0
6,2,0,2,0
8,5,0,3,0
10,72,5,9,0
12,27,1,6,0
6,20,1,3,0
8,23,1,4,0
10,33,3,7,0
12,449,35,40,0
6,17,1,3,0
8,41,2,5,0
10,74,6,10,0
12,183,16,21,0
6,43,5,7,0
8,30,2,5,0
10,62,2,6,0
12,113,7,12,0
6,16,0,2,0
8,36,1,4,0
10,97,7,11,0
12,144,10,15,0
6,50,5,7,0
8,51,6,9,0
10,19,0,4,0
12,49,3,8,0
6,19,0,2,0
8,24,2,5,0
10,117,12,16,0
12,126,12,17,0
6,4,0,2,0
8,47,4,7,0
10,131,11,15,0
12,260,26,31,0
6,28,3,5,0
8,66,6,9,0
10,14,0,4,0
12,96,5,10,0
6,79,6,8,0
8,67,7,10,0
10,38,3,7,0
12,71,5,10,0
6,4,0,2,0
8,32,3,6,0
10,44,4,8,0
12,33,2,7,0
6,10,1,3,0
8,15,1,4,0
10,231,18,22,0
12,113,8,13,0
6,9,1,3,0
8,13,0,3,0
10,23,0,4,0
12,283,20,25,0
6,5,0,2,0
8,3,0,3,0
10,83,9,13,0
12,116,12,17,0
6,2,0,2,0
8,75,4,7,0
10,23,1,5,0
12,200,8,13,0
6,35,2,4,0
8,37,4,7,0
10,155,13,17,0
12,138,16,21,0
6,4,0,2,0
8,33,2,5,0
10,51,3,7,0
12,88,4,9,0
6,21,1,3,0
8,15,1,4,0
10,130,13,17,0
12,127,8,13,0
6,1,0,2,0
8,5,0,3,0
10,90,8,12,0
12,135,13,18,0
6,31,2,4,0
8,34,3,6,0
10,116,10,14,0
12,138,5,10,0
6,6,0,2,0
8,51,4,7,0
10,54,5,9,0
12,94,6,11,0
6,12,2,4,0
8,21,2,5,0
10,123,9,13,0
12,46,0,5,0
6,16,1,3,0
8,16,0,3,0
10,43,4,8,0
12,110,8,13,0
6,5,0,2,0
8,17,0,3,0
10,142,13,17,0
12,44,3,8,0
6,21,3,5,0
8,4,0,3,0
10,36,4,8,0
12,25,1,6,0
6,7,0,2,0
8,12,1,4,0
10,37,4,8,0
12,30,1,6,0
6,17,0,2,0
8,62,5,8,0
10,8,0,4,0
12,137,10,15,0
6,8,1,3,0
8,30,3,6,0
10,235,11,15,0
12,145,11,16,0
6,11,0,2,0
8,19,2,5,0
10,82,8,12,0
12,327,30,35,0
6,6,0,2,0
8,13,1,4,0
10,247,22,26,0
12,238,13,18,0
6,29,4,6,0
8,19,2,5,0
10,72,5,9,0
12,160,18,23,0
6,19,2,4,0
8,97,10,13,0
10,442,33,37,0
12,126,5,10,0
6,14,1,3,0
8,37,4,7,0
10,81,5,9,0
12,231,14,19,0
6,83,7,9,0
8,28,0,3,0
10,33,3,7,0
12,312,22,27,0
6,3,0,2,0
8,66,6,9,0
10,101,5,9,0
12,24,1,6,0
6,5,1,3,0
8,16,1,4,0
10,39,3,7,0
12,101,3,8,0
6,32,4,6,0
8,26,1,4,0
10,127,6,10,0
12,190,13,18,0
6,10,0,2,0
8,8,0,3,0
10,9,1,5,0
12,187,16,21,0
6,19,1,3,0
8,45,3,6,0
10,227,16,20,0
12,34,2,7,0
6,19,1,3,0
8,42,3,6,0
10,29,3,7,0
12,272,23,28,0
6,13,0,2,0
8,85,7,10,0
10,81,5,9,0
12,39,3,8,0
6,8,1,3,0
8,18,3,6,0
10,117,11,15,0
12,82,6,11,0
6,5,0,2,0
8,6,0,3,0
10,4,0,4,0
12,62,4,9,0
6,2,0,2,0
8,65,4,7,0
10,236,25,29,0
12,229,16,21,0
6,13,0,2,0
8,60,8,11,0
10,93,4,8,0
12,99,4,9,0
6,10,1,3,0
8,6,0,3,0
10,131,10,14,0
12,38,0,5,0
6,15,1,3,0
8,19,1,4,0
10,72,9,13,0
12,194,15,20,0
6,32,2,4,0
8,24,1,4,0
10,16,0,4,0
12,13,0,5,0
6,17,1,3,0
8,20,1,4,0
10,111,8,12,0
12,62,2,7,0
6,10,0,2,0
8,16,1,4,0
10,113,8,12,0
12,85,4,9,0
6,21,5,7,0
8,25,3,6,0
10,231,16,20,0
12,58,3,8,0
6,8,0,2,0
8,13,0,3,0
10,29,1,5,0
12,217,12,17,0
6,31,0,2,0
8,38,2,5,0
10,320,28,32,0
12,255,10,15,0
6,17,1,3,0
8,31,3,6,0
10,113,8,12,0
12,37,1,6,0
6,10,0,2,0
8,15,0,3,0
10,117,13,17,0
12,106,2,7,0
6,3,0,2,0
8,44,2,5,0
10,42,2,6,0
12,169,11,16,0
6,31,3,5,0
8,11,1,4,0
10,47,6,10,0
12,453,41,46,0
6,47,3,5,0
8,36,4,7,0
10,111,15,19,0
12,54,3,8,0
6,13,0,2,0
8,43,2,5,0
10,19,1,5,0
12,20,0,5,0
6,8,0,2,0
8,56,3,6,0
10,44,1,5,0
12,152,10,15,0
6,7,2,4,0
8,209,15,18,0
10,99,7,11,0
12,52,3,8,0
6,25,3,5,0
8,86,6,9,0
10,19,0,4,0
12,51,5,10,0
6,42,5,7,0
8,100,5,8,0
10,44,5,9,0
12,95,8,13,0
6,8,0,2,0
8,24,4,7,0
10,45,3,7,0
12,149,8,13,0
6,4,1,3,0
8,55,7,10,0
10,82,6,10,0
12,171,9,14,0
6,15,2,4,0
8,98,9,12,0
10,19,0,4,0
12,55,3,8,0
6,35,3,5,0
8,53,6,9,0
10,30,1,5,0
12,488,35,40,0
6,40,1,3,0
8,35,4,7,0
10,45,2,6,0
12,160,11,16,0
6,4,0,2,0
8,7,0,3,0
10,37,1,5,0
12,74,9,14,0
6,7,0,2,0
8,38,2,5,0
10,84,8,12,0
12,35,1,6,0
6,20,1,3,0
8,7,0,3,0
10,112,9,13,0
12,377,27,32,0
6,23,4,6,0
8,56,3,6,0
10,58,2,6,0
12,35,2,7,0
6,11,1,3,0
8,9,0,3,0
10,61,7,11,0
12,48,5,10,0
6,4,1,3,0
8,4,0,3,0
10,70,5,9,0
12,135,7,12,0
6,13,0,2,0
8,318,31,34,0
10,23,2,6,0
12,73,6,11,0
6,14,2,4,0
8,36,6,9,0
10,54,8,12,0
12,325,30,35,0
6,7,0,2,0
8,100,7,10,0
10,50,4,8,0
12,100,8,13,0
6,55,9,11,0
8,8,0,3,0
10,235,17,21,0
12,107,9,14,0
6,19,1,3,0
8,63,2,5,0
10,23,1,5,0
12,387,27,32,0
6,7,0,2,0
8,96,7,10,0
10,65,4,8,0
12,67,2,7,0
6,6,0,2,0
8,4,0,3,0
10,17,1,5,0
12,33,2,7,0
6,8,0,2,0
8,18,2,5,0
10,143,14,18,0
12,86,6,11,0
6,13,0,2,0
8,7,0,3,0
10,44,6,10,0
12,180,18,23,0
6,5,0,2,0
8,13,2,5,0
10,32,1,5,0
12,55,6,11,0
6,21,1,3,0
8,10,1,4,0
10,12,1,5,0
12,102,12,17,0
6,33,0,2,0
8,105,6,9,0
10,33,0,4,0
12,331,31,36,0
6,3,0,2,0
8,35,3,6,0
10,34,0,4,0
12,112,9,14,0
6,12,0,2,0
8,10,0,3,0
10,156,10,14,0
12,106,9,14,0
6,18,2,4,0
8,40,4,7,0
10,80,6,10,0
12,271,19,24,0
6,25,3,5,0
8,60,3,6,0
10,59,5,9,0
12,132,11,16,0
6,35,3,5,0
8,41,5,8,0
10,24,2,6,0
12,217,16,21,0
6,1,0,2,0
8,29,4,7,0
10,87,3,7,0
12,18,1,6,0
6,8,0,2,0
8,16,1,4,0
10,63,7,11,0
12,71,8,13,0
6,1,0,2,0
8,24,4,7,0
10,29,3,7,0
12,15,0,5,0
6,9,2,4,0
8,7,0,3,0
10,36,0,4,0
12,58,5,10,0
6,15,2,4,0
8,15,1,4,0
10,39,2,6,0
12,387,35,40,0
6,10,2,4,0
8,12,0,3,0
10,103,7,11,0
12,168,8,13,0
6,60,7,9,0
8,69,4,7,0
10,37,0,4,0
12,52,1,6,0
6,42,1,3,0
8,40,1,4,0
10,96,8,12,0
12,42,2,7,0
6,46,7,9,0
8,19,2,5,0
10,56,5,9,0
12,100,7,12,0
6,17,2,4,0
8,100,8,11,0
10,20,2,6,0
12,303,17,22,0
6,13,0,2,0
8,13,1,4,0
10,194,16,20,0
12,142,8,13,0
6,22,1,3,0
8,64,3,6,0
10,111,12,16,0
12,86,3,8,0
6,27,2,4,0
8,122,9,12,0
10,150,12,16,0
12,110,5,10,0
6,18,1,3,0
8,29,1,4,0
10,78,9,13,0
12,125,9,14,0
6,9,1,3,0
8,7,1,4,0
10,53,7,11,0
12,135,8,13,0
6,25,1,3,0
8,64,8,11,0
10,41,1,5,0
12,79,5,10,0
6,11,1,3,0
8,11,0,3,0
10,47,3,7,0
12,267,20,25,0
6,20,0,2,0
8,14,1,4,0
10,59,1,5,0
12,29,1,6,0
6,3,0,2,0
8,14,1,4,0
10,118,12,16,0
12,10,0,5,0
6,1,0,2,0
8,5,0,3,0
10,50,2,6,0
12,48,1,6,0
6,14,0,2,0
8,78,4,7,0
10,31,0,4,0
12,87,8,13,0
6,13,0,2,0
8,46,4,7,0
10,201,15,19,0
12,50,2,7,0
6,9,0,2,0
8,22,1,4,0
10,27,2,6,0
12,33,0,5,0
6,2,0,2,0
8,43,3,6,0
10,51,2,6,0
12,445,22,27,0
6,4,0,2,0
8,14,1,4,0
10,62,4,8,0
12,15,0,5,0
6,3,0,2,0
8,28,0,3,0
10,29,1,5,0
12,122,6,11,0
6,15,0,2,0
8,8,0,3,0
10,118,10,14,0
12,64,5,10,0
6,7,0,2,0
8,13,1,4,0
10,40,3,7,0
12,141,7,12,0
6,7,0,2,0
8,9,0,3,0
10,52,7,11,0
12,79,8,13,0
6,9,0,2,0
8,16,2,5,0
10,187,19,23,0
12,102,6,11,0
6,11,1,3,0
8,13,0,3,0
10,15,0,4,0
12,162,11,16,0
6,16,0,2,0
8,52,3,6,0
10,25,1,5,0
12,158,15,20,0
6,17,0,2,0
8,73,6,9,0
10,28,1,5,0
12,10,0,5,0
6,1,0,2,0
8,8,1,4,0
10,27,1,5,0
12,207,24,29,0
6,20,2,4,0
8,40,3,6,0
10,18,1,5,0
12,28,2,7,0
6,3,0,2,0
8,7,0,3,0
10,258,25,29,0
12,180,13,18,0
6,23,2,4,0
8,13,0,3,0
10,86,8,12,0
12,62,5,10,0
6,26,3,5,0
8,12,0,3,0
10,90,6,10,0
12,271,15,20,0
6,29,1,3,0
8,35,5,8,0
10,28,0,4,0
12,74,8,13,0
6,46,4,6,0
8,19,2,5,0
10,17,1,5,0
12,30,1,6,0
6,12,1,3,0
8,6,0,3,0
10,47,8,12,0
12,9,0,5,0
6,6,2,4,0
8,28,1,4,0
10,141,7,11,0
12,279,22,27,0
6,20,1,3,0
8,28,2,5,0
10,56,6,10,0
12,18,1,6,0
6,9,1,3,0
8,37,2,5,0
10,21,0,4,0
12,121,9,14,0
6,4,0,2,0
8,23,1,4,0
10,31,1,5,0
12,116,5,10,0
6,6,0,2,0
8,30,3,6,0
10,62,2,6,0
12,240,13,18,0
6,83,7,9,0
8,17,3,6,0
10,106,6,10,0
12,29,1,6,0
6,2,0,2,0
8,94,9,12,0
10,111,4,8,0
12,167,10,15,0
6,6,0,2,0
8,33,6,9,0
10,63,3,7,0
12,121,12,17,0
6,13,2,4,0
8,24,1,4,0
10,205,24,28,0
12,100,5,10,0
6,14,0,2,0
8,108,7,10,0
10,30,2,6,0
12,57,7,12,0
6,18,2,4,0
8,43,0,3,0
10,85,9,13,0
12,103,9,14,0
6,3,0,2,0
8,97,6,9,0
10,45,3,7,0
12,278,25,30,0
6,2,0,2,0
8,47,8,11,0
10,344,27,31,0
12,265,22,27,0
6,8,0,2,0
8,26,2,5,0
10,64,7,11,0
12,466,35,40,0
6,8,0,2,0
8,10,0,3,0
10,71,4,8,0
12,127,5,10,0
6,19,2,4,0
8,6,0,3,0
10,221,14,18,0
12,258,22,27,0
6,3,0,2,0
8,10,0,3,0
10,47,5,9,0
12,61,3,8,0
6,12,1,3,0
8,8,0,3,0
10,93,10,14,0
12,190,8,13,0
6,12,0,2,0
8,17,2,5,0
10,72,5,9,0
12,46,6,11,0
6,4,0,2,0
8,10,0,3,0
10,127,13,17,0
12,60,3,8,0
6,4,0,2,0
8,20,0,3,0
10,111,11,15,0
12,136,9,14,0
6,15,3,5,0
8,15,0,3,0
10,55,7,11,0
12,423,34,39,0
6,2,0,2,0
8,43,6,9,0
10,13,0,4,0
12,117,5,10,0
6,3,0,2,0
8,93,7,10,0
10,20,0,4,0
12,123,14,19,0
6,91,6,8,0
8,37,4,7,0
10,64,2,6,0
12,72,2,7,0
6,4,0,2,0
8,136,12,15,0
10,102,9,13,0
12,153,11,16,0
6,75,7,9,0
8,26,2,5,0
10,203,15,19,0
12,54,1,6,0
6,57,8,10,0
8,41,5,8,0
10,135,8,12,0
12,335,30,35,0
6,17,1,3,0
8,92,11,14,0
10,61,5,9,0
12,333,11,16,0
6,9,0,2,0
8,37,2,5,0
10,31,4,8,0
12,18,0,5,0
6,16,1,3,0
8,18,0,3,0
10,26,2,6,0
12,95,5,10,0
6,25,1,3,0
8,59,5,8,0
10,29,2,6,0
12,40,1,6,0
6,11,0,2,0
8,29,3,6,0
10,17,2,6,0
12,72,4,9,0
6,2,0,2,0
8,34,1,4,0
10,7,0,4,0
12,52,2,7,0
6,17,1,3,0
8,11,0,3,0
10,130,10,14,0
12,240,23,28,0
6,2,0,2,0
8,2,0,3,0
10,115,11,15,0
12,80,7,12,0
6,8,1,3,0
8,9,1,4,0
10,33,2,6,0
12,11,0,5,0
6,1,0,2,0
8,33,3,6,0
10,25,2,6,0
12,108,11,16,0
6,4,0,2,0
8,12,2,5,0
10,102,6,10,0
12,345,18,23,0
6,6,1,3,0
8,103,10,13,0
10,16,0,4,0
12,66,5,10,0
6,1,0,2,0
8,126,9,12,0
10,115,12,16,0
12,24,0,5,0
6,5,0,2,0
8,21,0,3,0
10,9,0,4,0
12,41,3,8,0
6,39,4,6,0
8,16,1,4,0
10,57,4,8,0
12,114,7,12,0
6,10,0,2,0
8,9,0,3,0
10,4,0,4,0
12,108,5,10,0
6,9,0,2,0
8,22,2,5,0
10,66,6,10,0
12,249,17,22,0
6,57,4,6,0
8,95,7,10,0
10,168,12,16,0
12,128,5,10,0
6,9,0,2,0
8,18,1,4,0
10,22,3,7,0
12,14,0,5,0
6,12,2,4,0
8,9,0,3,0
10,60,3,7,0
12,194,10,15,0
6,6,0,2,0
8,24,1,4,0
10,128,7,11,0
12,25,2,7,0
6,8,1,3,0
8,67,4,7,0
10,70,6,10,0
12,34,1,6,0
6,12,1,3,0
8,7,0,3,0
10,28,1,5,0
12,19,0,5,0
6,5,0,2,0
8,19,1,4,0
10,159,11,15,0
12,266,19,24,0
6,2,0,2,0
8,31,3,6,0
10,14,0,4,0
12,19,0,5,0
6,33,4,6,0
8,87,8,11,0
10,72,7,11,0
12,129,7,12,0
6,14,0,2,0
8,36,1,4,0
10,132,12,16,0
12,341,27,32,0
6,2,0,2,0
8,149,14,17,0
10,84,4,8,0
12,87,8,13,0
6,16,1,3,0
8,11,0,3,0
10,36,1,5,0
12,99,8,13,0
6,64,5,7,0
8,108,6,9,0
10,16,0,4,0
12,181,16,21,0
6,19,1,3,0
8,15,1,4,0
10,30,2,6,0
12,235,14,19,0
6,1,0,2,0
8,27,3,6,0
10,117,16,20,0
12,90,4,9,0
6,30,1,3,0
8,11,0,3,0
10,27,1,5,0
12,60,2,7,0
6,16,2,4,0
8,11,0,3,0
